# field	phot_id	z_best_s	use_phot	use_zgrism	z_best	z_best_l95	z_best_l68	z_best_u68	z_best_u95
# Author: I. Momcheva (Sat Oct  3 21:18:14 2015)
cosmos	355	3	1	0	0.3003	0.1950	0.2540	0.3810	3.2610
cosmos	356	3	1	0	0.2226	0.2000	0.2060	0.2370	0.2660
cosmos	357	3	0	0	4.6030	4.5130	4.5350	4.6790	4.7260
cosmos	358	3	1	0	1.7534	1.5790	1.6740	1.8280	1.8950
cosmos	359	3	1	0	2.8661	2.7070	2.7860	2.9470	3.0050
cosmos	360	3	1	0	0.3212	0.0600	0.2550	0.4130	3.8740
cosmos	361	3	1	0	1.1267	0.7080	0.9540	1.2710	1.3730
cosmos	362	3	1	0	0.3627	0.3310	0.3440	0.3810	0.3930
cosmos	363	3	1	0	1.9484	1.8590	1.8740	2.0800	2.1210
cosmos	364	3	1	0	0.9380	0.5170	0.6590	0.9950	1.0740
cosmos	365	3	1	0	0.2796	0.2440	0.2580	0.3000	0.3250
cosmos	366	3	1	0	0.4419	0.4120	0.4240	0.4610	0.4670
cosmos	367	3	1	0	0.9477	0.9200	0.9250	0.9710	0.9760
cosmos	368	3	1	0	1.7827	1.5560	1.6940	1.8870	2.0150
cosmos	369	3	1	0	0.0100	0.0100	0.0110	0.0280	0.0350
cosmos	370	3	1	0	2.1295	0.1060	0.7870	3.1720	3.6960
cosmos	371	2	1	1	1.1415	1.1117	1.1338	1.1496	1.1586
cosmos	372	3	0	0	0.8047	0.7180	0.7610	0.8480	0.9090
cosmos	373	3	1	0	1.4796	1.1460	1.2970	1.6470	1.7250
cosmos	374	3	1	0	0.1177	0.0900	0.1020	0.1340	0.1430
cosmos	375	3	0	0	0.7096	0.6110	0.6630	0.7570	0.8010
cosmos	376	3	1	0	2.2196	1.5580	2.1030	2.3770	2.4720
cosmos	377	3	1	0	0.9513	0.1330	0.3020	0.8530	0.9160
cosmos	378	3	1	0	1.6018	1.5000	1.5440	1.6600	1.6970
cosmos	379	3	1	0	2.7523	2.6640	2.7010	2.8070	2.8440
cosmos	380	3	1	0	3.0633	2.8340	2.9540	3.1860	3.3200
cosmos	381	3	1	0	0.7306	0.2240	0.5850	0.8970	0.9790
cosmos	382	3	1	0	1.5972	1.4690	1.5350	1.6640	1.7410
cosmos	383	3	0	0	3.5255	3.4130	3.4540	3.6150	3.6770
cosmos	384	3	1	0	3.4597	3.3280	3.3830	3.5450	3.5980
cosmos	385	3	1	0	1.2199	1.1200	1.1640	1.2710	1.3090
cosmos	386	3	1	0	2.7203	2.5460	2.6190	2.8190	2.8820
cosmos	387	3	1	0	2.4838	2.1700	2.3310	2.6210	2.6890
cosmos	388	3	1	0	1.2459	1.1260	1.2280	1.2890	1.3030
cosmos	389	3	0	0	0.9448	0.8410	0.9040	0.9870	1.0140
cosmos	390	3	1	0	0.7094	0.3360	0.5960	0.8280	0.9150
cosmos	391	3	1	0	3.1262	3.0260	3.0670	3.1890	3.2100
cosmos	392	3	1	0	1.1800	0.6470	0.8310	1.5180	1.6430
cosmos	393	3	1	0	1.5341	1.3200	1.4150	1.6470	1.8750
cosmos	394	3	1	0	0.2796	0.1930	0.2650	0.3040	0.3140
cosmos	395	3	1	0	2.9014	2.7810	2.8280	2.9770	3.0270
cosmos	396	3	0	0	0.3581	0.3300	0.3420	0.3770	0.3870
cosmos	397	3	1	0	0.8580	0.7350	0.7870	0.9300	0.9840
cosmos	398	3	1	0	2.5683	2.4600	2.5040	2.6320	2.6870
cosmos	399	3	1	0	2.2505	2.0840	2.1590	2.3470	2.4330
cosmos	400	3	1	0	0.4088	0.2340	0.3320	0.5120	3.8370
cosmos	401	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	402	3	1	0	0.6612	0.6370	0.6420	0.6810	0.6860
cosmos	403	3	1	0	1.6249	0.8550	1.4150	1.8510	2.0420
cosmos	404	3	1	0	0.7473	0.3470	0.6340	0.9010	4.0900
cosmos	405	3	1	0	0.9001	0.7530	0.8410	0.9640	1.0350
cosmos	406	3	1	0	0.6604	0.6370	0.6410	0.6810	0.6850
cosmos	407	3	1	0	0.3482	0.3290	0.3320	0.3640	0.3680
cosmos	408	3	1	0	0.2194	0.1990	0.2050	0.2340	0.2380
cosmos	409	3	0	0	3.2341	0.0430	3.1030	3.3460	3.4190
cosmos	410	3	1	0	0.0100	0.0100	0.0110	0.2040	0.2230
cosmos	411	3	1	0	2.3733	2.2470	2.3010	2.4470	2.4840
cosmos	412	3	0	0	0.4164	0.3850	0.3980	0.4360	0.4490
cosmos	413	3	1	0	1.2236	1.1020	1.1780	1.2700	1.2950
cosmos	414	3	1	0	1.2781	0.8450	1.0890	1.4790	1.7040
cosmos	415	3	1	0	2.2326	2.1320	2.1730	2.2920	2.3380
cosmos	416	3	1	0	2.2224	2.0150	2.1330	2.3150	2.3940
cosmos	417	3	1	0	0.6922	0.3910	0.5480	0.8230	0.8820
cosmos	418	3	1	0	0.4696	0.4400	0.4510	0.4900	0.4960
cosmos	419	2	1	1	2.1979	2.1504	2.1785	2.2700	2.3249
cosmos	420	3	1	0	5.2729	0.5500	0.7420	5.4440	5.7540
cosmos	421	3	1	0	1.6462	0.8710	1.2050	2.1750	2.4480
cosmos	422	3	1	0	1.7665	1.6930	1.7250	1.8100	1.8460
cosmos	423	3	1	0	1.5943	1.4090	1.4600	1.7640	1.8040
cosmos	424	3	1	0	0.7582	0.6940	0.7150	0.7990	0.8220
cosmos	425	3	1	0	0.1760	0.0690	0.1090	0.6680	2.5440
cosmos	426	3	0	0	1.6698	1.5670	1.6010	1.7450	1.8380
cosmos	427	3	0	0	3.0140	2.8440	2.9330	3.0940	3.1480
cosmos	428	3	1	0	3.0180	0.3360	2.8970	3.0960	3.1590
cosmos	429	3	1	0	0.4061	0.1760	0.3010	0.5000	0.6100
cosmos	430	3	1	0	0.9353	0.4870	0.8090	1.0770	1.2630
cosmos	431	3	1	0	0.5643	0.5310	0.5450	0.5850	0.5980
cosmos	432	3	1	0	2.7430	2.6380	2.6720	2.8310	2.8810
cosmos	433	3	1	0	0.0889	0.0690	0.0790	0.4380	0.4600
cosmos	434	3	1	0	4.3739	0.5860	4.2240	4.4950	4.5890
cosmos	435	3	0	0	0.8976	0.5750	0.7760	1.0170	1.1070
cosmos	436	3	1	0	1.7518	1.6340	1.7050	1.8000	1.8440
cosmos	437	3	1	0	0.7460	0.7210	0.7260	0.7670	0.7720
cosmos	438	3	1	0	0.9329	0.8270	0.8830	0.9840	1.0150
cosmos	439	3	0	0	0.6704	0.5780	0.6050	0.7190	0.8300
cosmos	440	3	1	0	1.0686	0.0530	0.0870	1.1320	1.7070
cosmos	441	3	1	0	0.2427	0.2150	0.2220	0.2630	0.2750
cosmos	442	3	1	0	1.8559	1.2620	1.5530	2.1460	2.3040
cosmos	443	3	1	0	0.9537	0.9080	0.9260	0.9810	0.9960
cosmos	444	3	1	0	4.5487	4.3340	4.4290	4.6670	4.8070
cosmos	445	2	1	1	1.2122	1.1988	1.2094	1.2276	1.3475
cosmos	446	3	1	0	0.3617	0.3300	0.3430	0.3800	0.3930
cosmos	447	3	1	0	3.3921	0.2470	3.0660	3.6110	3.7850
cosmos	448	3	1	0	1.4312	1.0710	1.2100	1.6540	1.8820
cosmos	449	3	1	0	2.0062	1.1330	1.3840	2.0740	2.1550
cosmos	450	3	1	0	1.8489	1.6450	1.6880	2.0270	2.1130
cosmos	451	3	1	0	2.8801	2.7760	2.8180	2.9450	2.9850
cosmos	452	3	1	0	0.1794	0.0210	0.0540	0.3150	0.4230
cosmos	453	3	1	0	0.3581	0.3150	0.3310	0.3860	0.4090
cosmos	454	3	1	0	2.2793	2.1550	2.2150	2.3470	2.4010
cosmos	455	3	0	0	3.0945	3.0030	3.0320	3.1590	3.2040
cosmos	456	3	1	0	1.9992	1.6860	1.8430	2.2000	2.3430
cosmos	457	1	1	1	0.5336	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	458	3	1	0	0.4489	0.0900	0.2750	0.6340	0.7470
cosmos	459	3	1	0	3.4228	3.3390	3.3610	3.4850	3.5110
cosmos	460	3	1	0	1.6308	1.3430	1.4430	1.7610	1.7870
cosmos	461	3	1	0	0.9107	0.8310	0.8690	0.9540	0.9880
cosmos	462	3	1	0	3.4156	3.1600	3.3430	3.4990	3.5430
cosmos	463	3	1	0	0.5261	0.1160	0.2880	0.7440	0.7810
cosmos	464	3	1	0	2.6055	2.5240	2.5590	2.6550	2.6890
cosmos	465	3	1	0	0.9383	0.0580	0.0820	0.9570	1.2030
cosmos	466	3	1	0	1.1966	1.0270	1.1320	1.2600	1.3290
cosmos	467	3	1	0	0.7564	0.4820	0.6090	0.9280	1.0420
cosmos	468	3	1	0	3.2088	3.1520	3.1680	3.2850	3.3310
cosmos	469	3	1	0	0.0253	0.0110	0.0150	0.5380	0.5670
cosmos	470	3	1	0	1.3870	0.9420	1.1520	1.6100	2.2090
cosmos	471	3	1	0	2.2427	2.1040	2.1650	2.3160	2.3600
cosmos	472	3	1	0	1.3968	0.0970	0.1230	1.0640	1.0860
cosmos	473	3	1	0	2.5845	2.2330	2.4280	2.7490	2.8730
cosmos	474	3	1	0	0.6564	0.5500	0.5980	0.7150	0.7650
cosmos	475	3	1	0	1.5982	1.4450	1.5020	1.7400	1.7920
cosmos	476	3	1	0	2.6732	2.3570	2.5310	2.8180	2.9380
cosmos	477	3	0	0	5.3342	5.8650	5.8740	5.9560	5.9600
cosmos	478	3	1	0	2.5096	0.7050	1.7670	3.2140	3.5370
cosmos	479	3	1	0	2.3418	2.1890	2.2520	2.4410	2.5300
cosmos	480	3	1	0	1.9878	1.8570	1.8990	2.0920	2.1810
cosmos	481	3	1	0	2.3532	2.1730	2.2630	2.4440	2.5270
cosmos	482	3	1	0	3.1685	2.9990	3.0810	3.2600	3.3180
cosmos	483	3	1	0	0.6721	0.6370	0.6500	0.6960	0.7040
cosmos	484	3	1	0	0.3425	0.2990	0.3160	0.3720	3.4410
cosmos	485	3	1	0	1.2810	1.2350	1.2540	1.3100	1.3170
cosmos	486	3	1	0	0.5982	0.5170	0.5740	1.0750	1.1460
cosmos	487	3	1	0	1.1447	1.1010	1.1180	1.1740	1.1830
cosmos	488	3	1	0	2.5862	2.5220	2.5370	2.6320	2.6640
cosmos	489	3	1	0	2.5921	2.4200	2.4980	2.7200	2.7990
cosmos	490	3	1	0	2.0295	1.9740	1.9880	2.0730	2.0920
cosmos	491	3	1	0	0.0382	0.0110	0.0170	1.6250	1.6980
cosmos	492	3	1	0	1.9426	1.5580	1.8200	2.0640	2.3150
cosmos	493	3	1	0	1.1565	0.1710	0.7550	1.3860	1.4840
cosmos	494	3	1	0	1.4722	1.0460	1.0890	1.6830	1.7680
cosmos	495	3	1	0	0.4940	0.3590	0.4440	0.5440	0.5760
cosmos	496	3	1	0	1.8968	1.6460	1.8330	1.9720	2.0590
cosmos	497	3	1	0	0.3495	0.3250	0.3320	0.3660	0.3790
cosmos	498	3	1	0	1.8876	1.7670	1.8130	1.9590	2.0990
cosmos	499	3	1	0	2.1984	2.2960	2.3070	2.4540	2.5620
cosmos	500	3	1	0	1.3031	0.9660	1.0210	1.7600	1.9600
cosmos	501	3	1	0	1.9764	1.8210	1.8910	2.0610	2.1560
cosmos	502	3	1	0	1.4053	1.3520	1.3720	1.4360	1.4690
cosmos	503	3	1	0	2.2729	2.1070	2.1890	2.3630	2.4330
cosmos	504	3	1	0	2.6617	2.4270	2.5340	2.8080	2.9080
cosmos	505	3	1	0	2.9787	2.7660	2.8830	3.0740	3.1260
cosmos	506	3	1	0	2.7766	2.6590	2.7130	2.8420	2.8860
cosmos	507	3	0	0	0.0239	0.0100	0.0130	3.4990	3.5920
cosmos	508	3	1	0	0.9239	0.8870	0.9030	0.9500	0.9560
cosmos	509	3	1	0	1.1736	1.1290	1.1460	1.2010	1.2210
cosmos	510	3	1	0	2.2265	2.0680	2.1350	2.3180	2.3800
cosmos	511	3	1	0	0.4241	0.3740	0.3980	0.4510	2.8430
cosmos	512	3	1	0	0.8838	0.1930	0.5830	1.1390	1.8350
cosmos	513	3	1	0	1.1690	0.9650	1.1240	1.2400	1.3200
cosmos	514	3	1	0	1.2580	0.7030	1.1710	1.3990	1.5110
cosmos	515	3	1	0	1.1521	1.1040	1.1230	1.1780	1.2510
cosmos	516	3	1	0	1.4826	1.1030	1.2840	1.6430	2.3460
cosmos	517	3	1	0	0.0717	0.0200	0.0460	0.1120	1.5660
cosmos	518	3	1	0	5.6060	5.5220	5.5800	5.9230	5.9560
cosmos	519	3	1	0	0.3423	0.2960	0.3160	0.3670	0.4000
cosmos	520	3	1	0	2.2647	2.0250	2.1530	2.3740	2.4800
cosmos	521	3	1	0	2.2664	2.1270	2.1950	2.3390	2.3900
cosmos	522	3	1	0	2.2368	2.0350	2.1470	2.3260	2.3800
cosmos	523	3	1	0	0.9726	0.8690	0.9340	1.0220	1.7240
cosmos	524	3	1	0	1.9840	1.8410	1.8970	2.0700	2.1620
cosmos	525	3	1	0	1.2625	0.0440	0.1040	0.2190	0.2250
cosmos	526	3	1	0	1.1531	1.1140	1.1260	1.1800	1.2000
cosmos	527	3	1	0	1.3384	0.7770	1.1560	1.4330	1.4730
cosmos	528	3	1	0	1.9410	1.3550	1.5740	2.2420	2.4090
cosmos	529	3	1	0	0.2109	0.1910	0.1950	0.2250	0.2360
cosmos	530	3	1	0	0.0175	0.0100	0.0110	0.0340	0.0540
cosmos	531	3	1	0	2.2291	2.0610	2.1310	2.3280	2.4020
cosmos	532	3	1	0	2.7163	2.5660	2.6290	2.8060	2.8700
cosmos	533	3	1	0	0.1158	0.0480	0.0750	0.1650	0.2050
cosmos	534	3	0	0	1.1841	1.0420	1.1020	1.2570	1.4060
cosmos	535	3	0	0	2.4035	2.2540	2.3310	2.4810	2.5450
cosmos	536	3	1	0	1.8638	1.5610	1.7560	1.9850	2.1540
cosmos	537	3	0	0	0.1157	0.1000	0.1030	0.1290	0.1320
cosmos	538	3	1	0	2.1931	1.3220	1.8160	2.6120	2.8430
cosmos	539	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	540	3	0	0	0.6752	0.6390	0.6540	0.7020	0.7170
cosmos	541	3	1	0	2.2338	2.0530	2.1590	2.3110	2.3570
cosmos	542	3	1	0	1.2737	0.8910	1.0700	1.4730	1.8820
cosmos	543	3	0	0	3.6696	3.5330	3.5910	3.7430	3.8280
cosmos	544	3	1	0	1.1497	1.0830	1.1120	1.1880	1.2140
cosmos	545	3	1	0	0.9095	0.8390	0.8870	0.9460	0.9560
cosmos	546	3	1	0	2.3263	2.0740	2.2540	2.4100	2.4780
cosmos	547	3	1	0	0.5727	0.1230	0.4800	0.6820	0.8000
cosmos	548	3	1	0	1.5622	0.0340	1.4230	1.6740	1.7430
cosmos	549	3	1	0	2.1483	1.4460	1.9770	2.3230	2.4020
cosmos	550	3	1	0	0.7349	0.7040	0.7100	0.7570	0.7840
cosmos	551	3	0	0	1.0025	0.2740	0.5950	1.2250	1.3470
cosmos	552	3	1	0	0.9721	0.8200	0.9280	1.0190	1.0810
cosmos	553	3	1	0	1.7015	0.1710	0.8390	2.3890	2.6690
cosmos	554	3	1	0	3.0341	2.8990	2.9650	3.1110	3.1710
cosmos	555	3	1	0	2.9474	2.7850	2.8660	3.0330	3.1110
cosmos	556	3	1	0	1.2211	0.9380	1.0010	1.5780	1.7420
cosmos	557	3	1	0	0.9249	0.8840	0.9020	0.9510	0.9570
cosmos	558	3	1	0	0.5368	0.4750	0.5030	0.5690	0.5900
cosmos	559	3	1	0	3.5673	3.4390	3.4920	3.6430	3.6910
cosmos	560	3	1	0	2.1651	2.0510	2.0930	2.3470	2.5240
cosmos	561	3	0	0	3.0821	0.1110	3.0080	3.1420	3.1690
cosmos	562	3	1	0	0.8788	0.8450	0.8530	0.9030	0.9170
cosmos	563	3	1	0	0.7809	0.7550	0.7600	0.8020	0.8070
cosmos	564	3	1	0	1.5215	1.3990	1.4290	1.6400	1.6870
cosmos	565	3	1	0	2.1385	1.8000	2.0290	2.2590	2.3330
cosmos	566	3	0	0	5.1444	4.8370	4.9040	5.3590	5.6030
cosmos	567	3	0	0	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000
cosmos	568	3	1	0	0.8879	0.8100	0.8540	0.9230	0.9430
cosmos	569	3	1	0	0.8176	0.6320	0.6940	0.9270	0.9930
cosmos	570	3	1	0	1.6149	1.3190	1.4680	1.7400	1.8230
cosmos	571	3	1	0	0.8795	0.8450	0.8520	0.9090	0.9340
cosmos	572	3	1	0	1.1593	1.1150	1.1290	1.1900	1.2050
cosmos	573	3	1	0	1.1841	1.1200	1.1440	1.2260	1.2610
cosmos	574	3	1	0	0.7445	0.7060	0.7200	0.7700	0.7860
cosmos	575	3	1	0	1.9434	0.8740	1.3080	2.5380	2.8950
cosmos	576	3	1	0	0.7741	0.7230	0.7490	0.8010	0.8110
cosmos	577	3	1	0	2.5802	2.5080	2.5320	2.6250	2.6640
cosmos	578	3	1	0	1.6263	0.8770	1.2880	1.9730	2.3360
cosmos	579	2	1	1	1.9139	1.8746	1.9024	2.0761	2.1632
cosmos	580	3	1	0	1.0140	0.7930	0.9280	1.0960	1.1890
cosmos	581	3	1	0	1.9837	1.9190	1.9360	2.1140	2.2200
cosmos	582	3	1	0	1.0640	0.6640	0.7960	1.3660	1.6940
cosmos	583	3	1	0	0.9039	0.8460	0.8710	0.9350	0.9750
cosmos	584	3	1	0	0.2687	0.1840	0.2350	3.3760	3.4800
cosmos	585	3	1	0	0.7689	0.6070	0.7070	0.8460	0.9210
cosmos	586	3	1	0	3.9294	0.6300	3.5740	4.1240	4.1810
cosmos	587	3	1	0	0.9263	0.8960	0.9050	0.9510	0.9570
cosmos	588	3	1	0	0.0697	0.0220	0.0400	0.0660	0.0690
cosmos	589	3	1	0	0.9306	0.7810	0.8600	0.9920	1.0270
cosmos	590	3	1	0	1.6161	1.3930	1.5270	1.7010	1.7590
cosmos	591	3	1	0	2.6571	2.3870	2.4930	2.8300	2.9790
cosmos	592	3	1	0	2.3302	2.0630	2.2010	2.4630	2.5870
cosmos	593	2	0	1	0.5652	0.5279	0.5437	0.5669	0.5753
cosmos	594	3	1	0	0.4582	0.1940	0.2090	0.4800	0.5320
cosmos	595	3	1	0	0.5885	0.2500	0.4530	0.7860	4.5940
cosmos	596	3	1	0	0.6994	0.1050	0.6210	0.7560	0.8190
cosmos	597	3	0	0	0.1497	0.1330	0.1360	0.1630	0.1670
cosmos	598	3	1	0	2.1522	1.9840	2.0490	2.2590	2.3460
cosmos	599	3	0	0	1.0244	0.9800	1.0000	1.0510	1.0590
cosmos	600	3	1	0	1.5474	1.4720	1.5110	1.5840	1.6310
cosmos	601	3	0	0	1.6307	1.5510	1.5880	1.6740	1.7320
cosmos	602	3	1	0	1.0641	0.9640	1.0100	1.1160	1.1590
cosmos	603	3	1	0	1.6788	1.4050	1.5560	1.7980	1.9570
cosmos	604	3	1	0	0.3815	0.1140	0.2350	0.5200	0.6190
cosmos	605	3	1	0	2.3950	1.9250	2.1540	2.5640	2.6190
cosmos	606	3	1	0	1.7551	1.2140	1.4940	2.0090	2.2950
cosmos	607	3	1	0	0.6841	0.6530	0.6610	0.7080	0.7190
cosmos	608	3	1	0	2.9980	2.7470	2.8920	3.1160	3.1830
cosmos	609	3	1	0	2.3831	2.2840	2.3230	2.4440	2.4790
cosmos	610	3	1	0	0.3831	0.3290	0.3570	0.4100	0.4340
cosmos	611	3	1	0	1.2244	1.0060	1.1190	1.3320	1.4330
cosmos	612	3	1	0	1.4979	1.3320	1.4200	1.5610	1.5910
cosmos	613	3	1	0	1.1542	0.5680	0.6520	1.1810	1.2100
cosmos	614	3	1	0	0.6374	0.5770	0.6000	0.6740	0.7030
cosmos	615	3	1	0	1.9674	1.6760	1.8220	2.0530	2.5930
cosmos	616	3	1	0	1.4585	1.2480	1.3280	1.5350	1.5790
cosmos	617	3	1	0	2.0216	1.8520	1.9160	2.1290	2.2470
cosmos	618	3	1	0	1.8424	1.4740	1.5440	2.2180	2.3540
cosmos	619	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	620	3	1	0	0.3748	0.1430	0.2950	0.4720	3.1150
cosmos	621	3	1	0	1.1638	0.8080	0.9340	1.3900	1.5930
cosmos	622	3	1	0	0.2183	0.0480	0.1800	0.2630	0.2880
cosmos	623	2	1	1	1.8907	1.8743	1.8847	1.8960	1.9740
cosmos	624	3	1	0	2.1099	1.9430	2.0540	2.1710	2.1980
cosmos	625	3	1	0	0.6669	0.6070	0.6290	0.6980	0.7940
cosmos	626	3	1	0	1.3409	1.0190	1.2070	1.4660	1.5950
cosmos	627	3	1	0	1.2594	0.8810	0.9810	1.5350	1.6760
cosmos	628	3	1	0	1.4224	0.6220	0.9340	1.8940	2.2080
cosmos	629	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	630	3	1	0	0.6196	0.5320	0.5770	0.6630	0.6910
cosmos	631	3	1	0	0.9345	0.8970	0.9070	0.9600	0.9890
cosmos	632	3	1	0	3.0330	2.9260	2.9690	3.1020	3.1470
cosmos	633	3	1	0	0.9069	0.8260	0.8660	0.9480	0.9820
cosmos	634	3	1	0	2.2502	2.3430	2.3730	2.6260	2.7360
cosmos	635	3	1	0	0.7088	0.6740	0.6890	0.7310	0.7370
cosmos	636	3	1	0	0.9477	0.1050	0.9220	0.9700	0.9760
cosmos	637	3	1	0	1.4114	1.0090	1.0890	1.7150	2.0740
cosmos	638	3	1	0	0.2195	0.1980	0.2050	0.2350	0.2380
cosmos	639	3	1	0	0.1205	0.0910	0.1010	0.1480	0.1540
cosmos	640	3	1	0	1.2570	0.6690	0.8590	1.6480	1.9800
cosmos	641	3	0	0	0.5298	0.4760	0.4910	0.5660	0.5980
cosmos	642	3	1	0	0.8520	0.1290	0.4070	0.9990	1.0900
cosmos	643	3	1	0	2.5562	1.8740	2.4460	2.7140	2.8380
cosmos	644	3	1	0	0.9439	0.8360	0.8820	1.0090	1.0480
cosmos	645	3	1	0	3.9205	3.8050	3.8500	3.9870	4.0400
cosmos	646	3	1	0	0.6929	0.6540	0.6690	0.7180	0.7340
cosmos	647	3	1	0	0.7269	0.6930	0.7070	0.7490	0.7540
cosmos	648	3	1	0	2.2182	1.9380	2.0690	2.3930	2.4840
cosmos	649	3	1	0	1.8616	1.4670	1.7630	1.9810	2.0460
cosmos	650	3	1	0	0.7145	0.6870	0.6920	0.7350	0.7510
cosmos	651	3	1	0	0.9288	0.9010	0.9060	0.9520	0.9570
cosmos	652	3	1	0	1.4153	0.9830	1.2190	1.5830	1.6670
cosmos	653	3	1	0	2.5168	2.5160	2.5410	2.7570	2.8760
cosmos	654	3	1	0	1.1468	1.0860	1.1070	1.1930	1.2370
cosmos	655	3	1	0	0.9213	0.7270	0.8480	1.0250	1.0770
cosmos	656	3	1	0	2.2958	2.0840	2.1750	2.4090	2.5170
cosmos	657	3	0	0	0.0569	0.0280	0.0430	0.0720	0.0770
cosmos	658	3	1	0	1.9088	1.5230	1.7730	2.0560	2.2280
cosmos	659	3	0	0	0.8615	0.8210	0.8350	0.8880	0.8990
cosmos	660	3	1	0	0.7571	0.5770	0.6660	0.8390	0.8960
cosmos	661	3	1	0	0.9077	0.8490	0.8710	0.9430	0.9560
cosmos	662	3	1	0	0.9427	0.1650	0.5270	1.1490	1.3770
cosmos	663	3	1	0	0.9285	0.9010	0.9060	0.9520	0.9570
cosmos	664	3	1	0	1.0637	0.7930	0.9050	1.1790	1.3580
cosmos	665	3	0	0	1.6384	1.4080	1.4940	1.7170	2.3010
cosmos	666	3	1	0	2.1562	1.8610	2.0230	2.2770	2.5300
cosmos	667	3	0	0	2.4074	2.2410	2.3090	2.5370	2.5920
cosmos	668	3	0	0	2.6536	2.5180	2.5620	2.7350	2.7860
cosmos	669	3	0	0	0.6631	0.6210	0.6400	0.6860	0.7010
cosmos	670	3	1	0	0.2075	0.1850	0.1930	0.2230	0.2320
cosmos	671	3	1	0	2.3942	2.2450	2.3180	2.4710	2.5160
cosmos	672	3	1	0	0.9851	0.9120	0.9620	1.0190	1.0340
cosmos	673	3	1	0	0.5923	0.5290	0.5640	0.6200	0.6360
cosmos	674	3	1	0	0.0231	0.0100	0.0120	0.0450	0.0630
cosmos	675	3	1	0	2.8944	2.6680	2.7860	3.0000	3.0740
cosmos	676	3	0	0	2.5096	2.3130	2.3900	2.6040	2.6550
cosmos	677	3	1	0	2.1809	1.1490	1.8370	2.5650	2.8330
cosmos	678	3	0	0	2.4129	2.2610	2.3340	2.4940	2.5670
cosmos	679	3	1	0	1.9218	1.4970	1.7560	2.0960	2.3180
cosmos	680	3	1	0	2.3133	1.3710	2.1490	2.4120	2.5420
cosmos	681	3	1	0	0.9112	0.7630	0.8440	0.9800	1.0350
cosmos	682	3	1	0	2.1063	1.9790	2.0320	2.1900	2.2450
cosmos	683	3	0	0	2.4302	2.2260	2.3280	2.5460	2.6160
cosmos	684	3	1	0	1.8503	1.6500	1.7480	1.9460	2.0620
cosmos	685	3	1	0	0.7929	0.6880	0.7180	0.8550	1.1220
cosmos	686	3	1	0	4.0705	3.5240	3.8600	4.2970	4.5010
cosmos	687	3	1	0	1.9906	1.2120	1.8870	2.1490	2.2910
cosmos	688	3	1	0	2.1071	1.3260	1.9110	2.3320	2.5130
cosmos	689	3	1	0	0.1610	0.1440	0.1480	0.1780	0.3210
cosmos	690	3	0	0	2.2739	2.1670	2.2200	2.3340	2.3760
cosmos	691	2	1	1	2.0223	1.8665	1.9150	2.0681	2.1353
cosmos	692	3	1	0	1.5011	1.3190	1.3880	1.6300	1.6900
cosmos	693	3	1	0	1.1731	1.1420	1.1480	1.1990	1.2050
cosmos	694	3	1	0	1.3894	0.8320	1.2150	1.5040	1.5680
cosmos	695	3	1	0	0.1475	0.0170	0.0490	0.2670	0.3380
cosmos	696	3	1	0	1.2889	1.1850	1.2370	1.3400	1.4080
cosmos	697	3	1	0	2.1817	1.9860	2.0880	2.2750	2.3370
cosmos	698	3	1	0	0.6777	0.6540	0.6580	0.6980	0.7020
cosmos	699	3	1	0	1.0305	0.9250	0.9720	1.1000	1.1530
cosmos	700	3	1	0	0.8058	0.7620	0.7800	0.8330	0.8440
cosmos	701	3	1	0	1.4628	1.3560	1.4000	1.5290	1.6110
cosmos	702	3	1	0	1.9715	1.8980	1.9270	2.0180	2.0470
cosmos	703	3	1	0	0.8948	0.7130	0.8470	0.9500	1.0240
cosmos	704	3	1	0	1.6152	1.0450	1.3140	1.9470	2.2170
cosmos	705	3	1	0	1.2947	1.1100	1.1740	1.4220	1.6150
cosmos	706	3	1	0	0.8969	0.8500	0.8680	0.9260	0.9420
cosmos	707	3	1	0	3.4411	3.3200	3.3720	3.5100	3.5560
cosmos	708	3	1	0	2.9233	2.7600	2.8340	3.0130	3.0800
cosmos	709	3	1	0	3.5374	3.4720	3.4840	3.5920	3.6050
cosmos	710	3	0	0	1.7124	1.5890	1.6470	1.7750	1.8180
cosmos	711	3	1	0	4.1209	3.9900	4.0520	4.1890	4.2350
cosmos	712	3	1	0	1.4770	1.2730	1.3860	1.5590	1.6830
cosmos	713	3	1	0	0.1434	0.0120	0.0270	0.3770	0.5240
cosmos	714	3	1	0	2.7623	2.5660	2.6480	2.8740	2.9490
cosmos	715	3	1	0	0.3399	0.3160	0.3220	0.3580	0.3670
cosmos	716	3	1	0	0.9596	0.9200	0.9310	0.9880	1.0070
cosmos	717	3	0	0	0.8301	0.7920	0.8090	0.8550	0.8610
cosmos	718	3	1	0	1.7166	1.5740	1.6440	1.7740	1.7980
cosmos	719	3	1	0	1.1515	1.1210	1.1260	1.1770	1.1830
